parameter,number_measurements,measurement_spacing,sample_size,num_removed_values,sd_estimate,lower_ci,upper_ci,lower_ci_90,upper_ci_90,estimate,num_converged_values,pop_value,conv_fail,perc_error,bias_status,ci_status,precision_status,errorbar_length,time_structuredness
bold(I~epsilon~(Error)),5,Equal spacing,30,0,4.955811671378599e-4,0.03970565153699277,0.05712531885429139,0.04095547082611669,0.05574486305512603,0.04862835262357623,999,0.05,0,2.7432947528475413,0,1,1,0.017419667317298618,Time unstructured (slow response)
bold(I~epsilon~(Error)),5,Equal spacing,50,0,4.955811671378599e-4,0.04219016916819757,0.055443020678810316,0.04312013260979436,0.054712682404503776,0.04928319276781823,1000,0.05,0,1.4336144643635473,0,1,1,0.01325285151061275,Time unstructured (slow response)
bold(I~epsilon~(Error)),5,Equal spacing,100,0,4.955811671378599e-4,0.0444667176227779,0.05421025426505484,0.04543101109492271,0.05345704807618782,0.049660667469300424,1000,0.05,0,0.6786650613991585,0,0,1,0.009743536642276937,Time unstructured (slow response)
bold(I~epsilon~(Error)),5,Equal spacing,200,0,4.955811671378599e-4,0.046431333845776794,0.05281860347710594,0.04699096016731376,0.05235683469965456,0.04967842982029144,1000,0.05,0,0.6431403594171214,0,0,0,0.006387269631329143,Time unstructured (slow response)
bold(I~epsilon~(Error)),5,Equal spacing,500,0,4.955811671378599e-4,0.0476309363228705,0.052042229370889884,0.04804195042773032,0.05168039779328323,0.04985448678781286,989,0.05,0,0.2910264243742855,0,0,0,0.004411293048019384,Time unstructured (slow response)
bold(I~epsilon~(Error)),5,Equal spacing,1000,0,4.955811671378599e-4,0.04835864746034222,0.051599972861515776,0.048656366593735574,0.05134630584599995,0.04998928784333257,975,0.05,0,0.021424313334864054,0,0,0,0.003241325401173556,Time unstructured (slow response)
bold(I~epsilon~(Error)),7,Equal spacing,30,0,2.498411244513411e-4,0.043012291642720725,0.05584397582329308,0.04382424342219597,0.054785804016227783,0.049350561524938046,1000,0.05,0,1.2988769501239146,0,1,1,0.012831684180572352,Time unstructured (slow response)
bold(I~epsilon~(Error)),7,Equal spacing,50,0,2.498411244513411e-4,0.04433541404903568,0.054459341659058684,0.0451631332034466,0.05381902442798157,0.04964507020236826,1000,0.05,0,0.7098595952634845,0,1,1,0.010123927610023002,Time unstructured (slow response)
bold(I~epsilon~(Error)),7,Equal spacing,100,0,2.498411244513411e-4,0.0460193028096805,0.0532125792842173,0.046593086396565696,0.05268518781834671,0.04976397493786434,1000,0.05,0,0.472050124271331,0,0,0,0.007193276474536797,Time unstructured (slow response)
bold(I~epsilon~(Error)),7,Equal spacing,200,0,2.498411244513411e-4,0.04732336481367736,0.0522644625963679,0.04768076574278849,0.051907506911898764,0.04987848930705518,1000,0.05,0,0.2430213858896496,0,0,0,0.004941097782690536,Time unstructured (slow response)
bold(I~epsilon~(Error)),7,Equal spacing,500,0,2.498411244513411e-4,0.04835952885169002,0.05152024050491815,0.048582736278668125,0.05129021909569952,0.04999972819780971,995,0.05,0,5.436043805789881e-4,0,0,0,0.003160711653228128,Time unstructured (slow response)
bold(I~epsilon~(Error)),7,Equal spacing,1000,0,2.498411244513411e-4,0.048800239642441144,0.051132922055205504,0.049043426450445016,0.050978342642159044,0.050006826623473305,990,0.05,0,0.013653246946604414,0,0,0,0.00233268241276436,Time unstructured (slow response)
bold(I~epsilon~(Error)),9,Equal spacing,30,0,2.2108582286420512e-4,0.04465827397961046,0.05462394426661551,0.045465879453200304,0.05369526554136062,0.04949722663241592,1000,0.05,0,1.0055467351681724,0,0,1,0.009965670287005048,Time unstructured (slow response)
bold(I~epsilon~(Error)),9,Equal spacing,50,0,2.2108582286420512e-4,0.04567180543558694,0.053906182657383686,0.04629928397471148,0.05315563490954425,0.04977637322140152,1000,0.05,0,0.4472535571969638,0,0,0,0.008234377221796749,Time unstructured (slow response)
bold(I~epsilon~(Error)),9,Equal spacing,100,0,2.2108582286420512e-4,0.047004852840230295,0.05299049128875954,0.04742006703306034,0.05241250724056212,0.04984955208367709,1000,0.05,0,0.30089583264582276,0,0,0,0.005985638448529243,Time unstructured (slow response)
bold(I~epsilon~(Error)),9,Equal spacing,200,0,2.2108582286420512e-4,0.04776290489486128,0.05197383027766979,0.04819680774558104,0.051695815867132885,0.05003288829366584,1000,0.05,0,0.06577658733167291,0,0,0,0.004210925382808511,Time unstructured (slow response)
bold(I~epsilon~(Error)),9,Equal spacing,500,0,2.2108582286420512e-4,0.048645432593268804,0.051381440406886365,0.04889462877850374,0.05117633921390371,0.050053806921111756,1000,0.05,0,0.10761384222350567,0,0,0,0.002736007813617561,Time unstructured (slow response)
bold(I~epsilon~(Error)),9,Equal spacing,1000,0,2.2108582286420512e-4,0.04913261424543167,0.0509538127764403,0.04927152207335116,0.050848548326230515,0.05006067914082418,1000,0.05,0,0.12135828164835938,0,0,0,0.001821198531008629,Time unstructured (slow response)
bold(I~epsilon~(Error)),11,Equal spacing,30,0,1.1477468870894003e-4,0.04486385151323549,0.05443159260792607,0.045666254143127055,0.05380509393417585,0.04978936813976066,1000,0.05,0,0.42126372047868177,0,0,1,0.00956774109469058,Time unstructured (slow response)
bold(I~epsilon~(Error)),11,Equal spacing,50,0,1.1477468870894003e-4,0.04634528853864355,0.053712796192589625,0.04679127877042943,0.05306462287482648,0.049876164528088504,1000,0.05,0,0.24767094382299737,0,0,0,0.007367507653946073,Time unstructured (slow response)
bold(I~epsilon~(Error)),11,Equal spacing,100,0,1.1477468870894003e-4,0.04746070741352903,0.052527324229351774,0.047878546939773545,0.05211911588967686,0.05001763069826248,1000,0.05,0,0.03526139652496041,0,0,0,0.005066616815822746,Time unstructured (slow response)
bold(I~epsilon~(Error)),11,Equal spacing,200,0,1.1477468870894003e-4,0.04832914718324797,0.051839988648397575,0.04858093881295013,0.05153070009152366,0.05005529094311147,1000,0.05,0,0.11058188622294074,0,0,0,0.003510841465149607,Time unstructured (slow response)
bold(I~epsilon~(Error)),11,Equal spacing,500,0,1.1477468870894003e-4,0.048859200491213346,0.05126392581896208,0.04906025654698173,0.05108034264581724,0.05005836822640703,1000,0.05,0,0.11673645281405631,0,0,0,0.0024047253277487343,Time unstructured (slow response)
bold(I~epsilon~(Error)),11,Equal spacing,1000,0,1.1477468870894003e-4,0.04926362258163426,0.05086590527965077,0.04940878171374622,0.05071142721808256,0.0500551553908051,1000,0.05,0,0.11031078161019559,0,0,0,0.0016022826980165092,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,30,0,4.153434249654598,170.394746651228,186.89970551868166,172.0949334349221,185.89921048631052,179.91690469329293,999,180,0,0.0461640592817029,0,0,0,16.504958867453666,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,50,0,4.687129260476917,172.92610499827424,185.4135026978897,174.1465358670257,184.79135524938775,179.86669683830442,1000,180,0,0.07405731205309962,0,0,0,12.487397699615457,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,100,0,2.272935712947514,175.30290952592327,184.17911251551757,176.00856507454387,183.60186283620143,179.97344176635224,1000,180,0,0.014754574248756726,0,0,0,8.876202989594304,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,200,0,1.6057246696243632,176.74042835444462,182.89760168749572,177.2041388786901,182.49893983868017,179.92118051897242,1000,180,0,0.043788600570877634,0,0,0,6.157173333051105,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,500,0,0.9904112896680243,177.94640749506294,181.89212336364,178.26344765564943,181.52538690335317,179.87226271654907,989,180,0,0.07096515747273695,0,0,0,3.9457158685770537,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,1000,0,0.7151337687982674,178.5261999217505,181.24491267034355,178.69343254847462,181.04892191486317,179.87606229604359,975,180,0,0.06885427997578593,0,0,0,2.718712748593049,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,30,0,3.657238362294901,172.5976786926129,186.92608572383918,174.07361891761144,185.96115453646428,180.0748496519194,1000,180,0,0.04158313995522652,0,0,0,14.328407031226277,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,50,0,2.780166353165399,174.10530299737817,185.3646243055856,175.24341927033106,184.49566255849913,179.9586678646559,1000,180,0,0.022962297413392382,0,0,0,11.259321308207433,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,100,0,1.8568298505969287,176.23893894405097,183.3605822896275,176.87906548393696,182.81078123940173,179.96006192210987,1000,180,0,0.022187821050070826,0,0,0,7.12164334557653,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,200,0,1.3182711400713862,177.29368059248236,182.55112577665275,177.73573130569753,182.10242312219003,179.9184143580714,1000,180,0,0.045325356626998804,0,0,0,5.257445184170393,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,500,0,0.837613228260705,178.21722505047015,181.54927482307548,178.50675059451584,181.2644378503992,179.91193230047196,995,180,0,0.04892649973779978,0,0,0,3.3320497726053304,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,1000,0,0.6165465955211173,178.72412406658344,181.11670794601622,178.91251919180928,180.9511070982612,179.93904724364157,990,180,0,0.03386264242135124,0,0,0,2.3925838794327774,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,30,0,3.1552075457704025,173.5595498740357,186.3739046757726,175.01369940505532,185.18333895300108,180.1707492040151,1000,180,0,0.09486066889727517,0,0,0,12.814354801736897,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,50,0,2.507138440200654,174.85814294463836,184.7020932291106,175.82137206471847,184.0872258081548,179.85966330604467,1000,180,0,0.07796482997518536,0,0,0,9.843950284472243,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,100,0,1.6985499782987827,176.56628835641374,183.14540848075765,177.1426615082125,182.6132722529666,179.8830370052378,1000,180,0,0.06497944153454999,0,0,0,6.579120124343916,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,200,0,1.266536902111489,177.45781641063147,182.41246903735558,177.76896118698087,182.05228339343407,179.9709840642356,1000,180,0,0.01611996431355086,0,0,0,4.954652626724112,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,500,0,0.7896107781183832,178.46154774428547,181.46981872253664,178.66166046914861,181.25601871734725,179.95359053490466,1000,180,0,0.02578303616407614,0,0,0,3.0082709782511756,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,1000,0,0.5474271132275715,178.9047734145498,181.09839214383297,179.09776532809954,180.93984127201145,179.97827040175986,1000,180,0,0.012071999022301346,0,0,0,2.1936187292831733,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,30,0,3.030959223331801,173.98871395983684,185.79702517996245,174.95894118748325,184.78574760971182,179.92598921055625,1000,180,0,0.0411171052465262,0,0,0,11.808311220125603,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,50,0,2.3723419540813366,175.67049980312092,184.93358938820955,176.23841187289386,184.21695751672488,180.20101521270357,1000,180,0,0.11167511816864817,0,0,0,9.263089585088636,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,100,0,1.6401417462543804,176.76810811706835,183.14385633864396,177.344602894553,182.58675314017074,179.94320129354963,1000,180,0,0.031554836916869694,0,0,0,6.375748221575606,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,200,0,1.1657936487682197,177.57604604538523,182.07961772679943,178.01716314069705,181.8252223806006,179.9705734221959,1000,180,0,0.016348098780048937,0,0,0,4.503571681414201,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,500,0,0.7127029351364941,178.55332282474495,181.35376597016358,178.78458367414459,181.1479790273828,179.98678368465,1000,180,0,0.007342397416670742,0,0,0,2.800443145418626,Time unstructured (slow response)
bold(A:~beta[fixed]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,1000,0,0.5269412758571624,178.96131413255097,180.9713489856413,179.11325628852734,180.810177794749,179.99429001085377,1000,180,0,0.003172216192347656,0,0,0,2.010034853090332,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,30,0,0.14217886031119975,1,22.153437342307875,1,19.29546270406927,10.697386365614587,999,10,0,6.973863656145873,0,1,1,21.153437342307875,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,50,0,0.14217886031119975,1,19.563486784574355,1,17.948874349166914,10.40023704067638,1000,10,0,4.002370406763802,0,1,1,18.563486784574355,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,100,0,0.14217886031119975,1.9942705479778293,16.72184958238111,3.532136812637415,15.540698846197524,10.351156200916748,1000,10,0,3.511562009167477,0,1,1,14.727579034403282,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,200,0,0.14217886031119975,5.617629675900599,14.953910224972669,6.15991461326893,14.24019398291846,10.503154248915385,1000,10,0,5.031542489153846,0,1,1,9.33628054907207,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,500,0,0.14217886031119975,7.495782678329152,13.468383648466485,8.093822872495283,12.96406241550608,10.661069688048693,989,10,0,6.6106968804869295,0,1,1,5.972600970137333,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),5,Equal spacing,1000,0,0.14217886031119975,8.326542266376697,12.722851756351364,8.63903979959297,12.33904031916753,10.611636922989957,975,10,0,6.116369229899572,0,1,1,4.3963094899746675,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,30,0,0.10495304151738671,1,17.726483903519373,1,16.400733473309064,10.322466447058895,1000,10,0,3.224664470588952,0,1,1,16.726483903519373,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,50,0,0.10495304151738671,1,16.16876424138805,1.3848292974585361,15.406230605011741,10.323434836314314,1000,10,0,3.2343483631431447,0,1,1,15.16876424138805,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,100,0,0.10495304151738671,4.217423669401396,14.97153602019147,5.655921427885814,14.219354865204586,10.327245571570348,1000,10,0,3.2724557157034795,0,1,1,10.754112350790074,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,200,0,0.10495304151738671,6.6391592586938994,13.448628266593765,7.306782076496452,13.153317963747007,10.517501023359225,1000,10,0,5.17501023359225,0,1,1,6.809469007899866,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,500,0,0.10495304151738671,8.169555162179511,12.584973793836278,8.599362195615011,12.30154853728314,10.525333702676999,995,10,0,5.253337026769991,0,1,1,4.415418631656767,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),7,Equal spacing,1000,0,0.10495304151738671,9.016919211373096,11.882421061476375,9.27570436443033,11.638622237298918,10.503863349387585,990,10,0,5.038633493875846,0,1,1,2.8655018501032785,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,30,0,0.11523609021043195,1,16.94428240073818,1,15.701417135974042,10.115381920513174,1000,10,0,1.153819205131743,0,1,1,15.944282400738182,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,50,0,0.11523609021043195,1.0000000000000213,15.322507740089316,3.832880104966156,14.615504270213028,10.260649235011345,1000,10,0,2.606492350113445,0,1,1,14.322507740089295,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,100,0,0.11523609021043195,5.260791274685951,14.21269584063966,6.33493474520451,13.521091490071067,10.430820367002374,1000,10,0,4.30820367002374,0,1,1,8.951904565953708,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,200,0,0.11523609021043195,7.113267865141052,13.079689453215117,7.764536461108996,12.552686682985415,10.319112008376736,1000,10,0,3.1911200837673626,0,1,1,5.966421588074065,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,500,0,0.11523609021043195,8.387189843923826,12.23708736210204,8.793387876304159,11.867007487632508,10.395891399444496,1000,10,0,3.958913994444959,0,1,1,3.8498975181782136,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),9,Equal spacing,1000,0,0.11523609021043195,9.042851798275448,11.62621543497288,9.254965018133294,11.443945083339614,10.375242088317494,1000,10,0,3.752420883174938,0,1,1,2.583363636697431,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,30,0,0.08993943651428317,1,16.718658081798512,1.0000000000000009,15.669899733474688,10.105442264157785,1000,10,0,1.0544226415778546,0,1,1,15.718658081798512,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,50,0,0.08993943651428317,3.1018012593431767,14.906836009433963,4.678022631343892,13.934175220727383,10.1997438434418,1000,10,0,1.9974384344179974,0,1,1,11.805034750090787,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,100,0,0.08993943651428317,6.016148070664846,13.806381442423566,6.869585609932733,13.282473217537804,10.33804205762069,1000,10,0,3.3804205762069017,0,1,1,7.79023337175872,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,200,0,0.08993943651428317,7.258238407091586,12.6886761731673,7.857401388519689,12.334884045799722,10.31007727293835,1000,10,0,3.1007727293835075,0,1,1,5.430437766075714,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,500,0,0.08993943651428317,8.568135521618979,11.781354251566537,8.826825997511271,11.592510994755358,10.274890555253538,1000,10,0,2.7489055525353834,0,1,1,3.213218729947558,Time unstructured (slow response)
bold(C:~beta[random]~(`Days-to-Halfway`~Elevation)),11,Equal spacing,1000,0,0.08993943651428317,9.137180087990417,11.431282475041861,9.353534180006363,11.288437313194674,10.324158634529136,1000,10,0,3.2415863452913563,0,1,1,2.294102387051444,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,30,0,7.061947762010527,7.641255761186072,33.654656921980525,8.982928981288994,31.66192842166456,20.576086571063342,999,20,0,2.8804328553167124,0,1,1,26.01340116079445,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,50,0,5.745603132029887,9.368504751595692,31.487064033816562,10.838254620883886,29.81357440099922,20.64100508951686,1000,20,0,3.2050254475842976,0,1,1,22.118559282220872,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,100,0,4.325326767090967,11.96653489994924,28.33529491826053,12.795736162610336,27.316912764377307,20.75888482832639,1000,20,0,3.794424141631954,0,1,1,16.368760018311292,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,200,0,3.01158835906693,14.377493997984192,26.28000392144438,15.397456370132803,25.481865279128762,20.861732834348047,1000,20,0,4.308664171740233,0,1,1,11.902509923460187,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,500,0,1.8958287623324468,16.734517498483108,24.451711875502454,17.674105402623056,23.854489848087532,20.900115051233374,989,20,0,4.500575256166872,0,1,1,7.7171943770193465,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,1000,0,1.3901396260791623,17.931417451518705,23.43360783856334,18.48082683341346,23.007315416029677,20.93817757843279,975,20,0,4.690887892163946,0,1,1,5.502190387044635,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,30,0,3.9951356860228238,9.72951539725973,27.600534392399148,13.581418758307981,26.628961389600057,20.54601138298207,1000,20,0,2.730056914910346,0,1,1,17.871018995139416,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,50,0,2.808471665125551,14.944509471060709,25.664305314647983,16.28590282998291,25.03420710876593,20.678401353223894,1000,20,0,3.3920067661194686,0,1,1,10.719795843587274,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,100,0,1.8176343197596707,17.236230117900938,24.312594345924182,17.84390911607799,23.834628888157212,20.731543884050506,1000,20,0,3.6577194202525294,0,1,1,7.076364228023245,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,200,0,1.2942436505505002,18.34441269271043,23.35166962695649,18.650291901441655,22.978451641712244,20.871601746129357,1000,20,0,4.358008730646787,0,1,1,5.007256934246058,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,500,0,0.7613022217364317,19.346617488477186,22.30539105207979,19.525217446793306,22.08061533637193,20.812081977926226,995,20,0,4.060409889631131,0,0,1,2.9587735636026053,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",7,Equal spacing,1000,0,0.5582269733299522,19.633293523513924,21.844833525141055,19.8140687868083,21.683079682183273,20.783957498939,990,20,0,3.919787494694997,0,0,0,2.2115400016271316,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,30,0,2.5145982755995937,15.91104269523259,25.819780121369824,16.570734558042226,24.808066626977517,20.69262907359025,1000,20,0,3.463145367951252,0,1,1,9.908737426137234,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,50,0,1.936229333897697,16.96247147049913,24.450523024951693,17.592724702416806,23.897274288738757,20.67603295747256,1000,20,0,3.380164787362805,0,1,1,7.488051554452564,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,100,0,1.3715760305337987,17.988845667653955,23.42606151396366,18.411638269248918,22.895874320056798,20.689393424483377,1000,20,0,3.4469671224168863,0,1,1,5.437215846309705,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,200,0,0.9581463209859706,18.928717765486454,22.60375608072165,19.133727373516706,22.286182877826683,20.73685297085103,1000,20,0,3.684264854255144,0,0,1,3.675038315235195,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,500,0,0.5936418891929055,19.556924456817953,21.875434578049195,19.771271682361427,21.67347013983302,20.701634454110646,1000,20,0,3.5081722705532314,0,0,0,2.318510121231242,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",9,Equal spacing,1000,0,0.43879390451691364,19.858903758277492,21.58280979280224,20.0171604721976,21.429251850004857,20.72907943688114,1000,20,0,3.6453971844056987,0,0,0,1.7239060345247488,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,30,0,2.256756945197818,16.40697725793576,25.102292808346473,17.115282371693326,24.48701937759934,20.66127988570391,1000,20,0,3.306399428519544,0,1,1,8.695315550410712,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,50,0,1.6557655963328413,17.57544101646403,24.02843474653638,18.157212856778735,23.4703778503591,20.774314914865354,1000,20,0,3.8715745743267678,0,1,1,6.45299373007235,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,100,0,1.210731343609509,18.468619586374214,23.31628502312601,18.782728905789337,22.7921366552361,20.689014862110028,1000,20,0,3.4450743105501407,0,1,1,4.847665436751797,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,200,0,0.816061049931997,19.059441405406606,22.302035721002216,19.35575970981268,22.02069743001887,20.688303011943475,1000,20,0,3.4415150597173745,0,0,1,3.2425943155956105,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,500,0,0.5275390798784133,19.703855663001576,21.79295469248763,19.84352910537918,21.545912943157344,20.672490029073174,1000,20,0,3.3624501453658695,0,0,0,2.0890990294860536,Time unstructured (slow response)
"bold(B:~gamma[fixed] ~ (`Triquarter-Halfway` ~ ""Delta""))",11,Equal spacing,1000,0,0.3644531284337671,19.979277896965954,21.437968762166296,20.094987109230633,21.265356452424736,20.68543625191162,1000,20,0,3.4271812595581075,0,0,0,1.4586908652003423,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,30,0,2.3432142691542963,1,27.507221176434616,1,23.547213830449788,11.122073499987074,999,4,0,178.05183749967685,1,1,1,26.507221176434616,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,50,0,2.3432142691542963,1,23.900188885636993,1,20.99458099387694,9.822662905886444,1000,4,0,145.5665726471611,1,1,1,22.900188885636993,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,100,0,2.3432142691542963,1,19.29603812509673,1,17.448295386967324,8.507529143619081,1000,4,0,112.68822859047702,1,1,1,18.29603812509673,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,200,0,2.3432142691542963,1,14.601304998400005,1,13.47305069831664,6.8621541957429075,1000,4,0,71.55385489357269,1,1,1,13.601304998400005,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,500,0,2.3432142691542963,1,11.910174423535357,1,11.06375517884839,5.781243209187713,989,4,0,44.53108022969283,1,1,1,10.910174423535357,Time unstructured (slow response)
"bold(D:~gamma[random] ~ (`Triquarter-Halfway` ~ ""Delta""))",5,Equal spacing,1000,0,2.3432142691542963,1,10.179094661015636,1,9.283064896773158,5.171914226363385,975,4,0,29.297855659084625,1,1,1,9.179094661015636,Time unstructured (slow response)
