parameter,number_measurements,measurement_spacing,sample_size,bias,num_removed_values,lower_ci,upper_ci,lower_ci_perc,upper_ci_perc,sd_estimate,estimate,num_converged_values,pop_value,perc_error,conv_fail
theta_rand,9,Time increasing,50,0.14484402866421026,0,0.039000059717467575,0.059588246959336864,-1.0999940282532428,0.9588246959336859,0.0054278593687840234,0.04921380698200255,1000,0.05,1.5723860359949104,0
theta_rand,9,Time increasing,100,0.11079100355412054,3,0.04231980730544706,0.05662841783108856,-0.768019269455295,0.6628417831088558,0.00378418827524176,0.04958074598334823,1000,0.05,0.8385080333035422,0
theta_rand,9,Time increasing,200,0.12962351247247753,1,0.04436582745363696,0.0550078802484969,-0.5634172546363043,0.5007880248496894,0.002686409952722625,0.049651778105987074,1000,0.05,0.6964437880258578,0
theta_rand,9,Time increasing,500,0.03682996555976002,0,0.046585594444696773,0.05322501556319396,-0.3414405555303231,0.32250155631939553,0.0017189598166973466,0.04993669076915243,999,0.05,0.12661846169514934,0
theta_rand,9,Time increasing,1000,0.05701167333896035,0,0.0474973362449072,0.052273163592181496,-0.25026637550927966,0.22731635921814966,0.0012085922268175692,0.04993109613476467,996,0.05,0.13780773047065986,0
theta_rand,9,Time decreasing,30,0.19830760029374137,1,0.0341240844717951,0.06326285274062649,-1.5875915528204902,1.3262852740626485,0.007333381196196706,0.04854573477294299,995,0.05,2.9085304541140307,0
theta_rand,9,Time decreasing,50,0.21098029615766892,0,0.038172715698768615,0.059440465446090336,-1.1827284301231387,0.9440465446090337,0.005638809296955719,0.04881032234455167,999,0.05,2.379355310896669,0
theta_rand,9,Time decreasing,100,0.16877344339199402,1,0.041841244523288815,0.057131592828926915,-0.8158755476711186,0.7131592828926915,0.0039028328695496573,0.04934130545762265,997,0.05,1.3173890847547054,0
theta_rand,9,Time decreasing,200,0.14503244459468814,6,0.04344373189224041,0.05531225390018166,-0.6556268107759589,0.5312253900181655,0.002939320408335053,0.04957370317573211,997,0.05,0.8525936485357793,0
theta_rand,9,Time decreasing,500,0.06240978556298889,12,0.04650059539741436,0.0534624544326396,-0.34994046025856473,0.34624544326395873,0.0017567286167592107,0.049890362943735694,986,0.05,0.21927411252861684,0
theta_rand,9,Time decreasing,1000,0.16243034173351187,8,0.04735440942988747,0.05219609185422072,-0.264559057011253,0.2196091854220725,0.0012487529376004176,0.04979716463360484,975,0.05,0.4056707327903253,0
