parameter,number_measurements,measurement_spacing,sample_size,time_structuredness,bias,num_removed_values,lower_ci,upper_ci,lower_ci_perc,upper_ci_perc,sd_estimate,estimate,num_converged_values,pop_value,perc_error,conv_fail
theta_fixed,7,Equal,100,time_structured,-0.047150131288724056,1,2.989324978335756,3.011952336187691,-1.0675021664244166,1.1952336187690982,0.005622689784392862,3.00026511056153,994,3,-0.008837018717663032,0
theta_fixed,7,Equal,200,fast_response,-0.050847489662533704,0,2.9928121481584093,3.007523357844817,-0.7187851841590343,0.7523357844816427,0.00389632234829842,3.000198118210327,994,3,-0.006603940344233432,0
theta_fixed,7,Equal,200,slow_response,-0.12944070920728767,0,2.993161056958567,3.0074030229742434,-0.6838943041433254,0.7403022974243262,0.003753764684168936,3.000485889962916,998,3,-0.016196332097203246,0
theta_fixed,7,Equal,200,time_structured,-0.10179889244460966,1,2.9926937761233354,3.0078967579923277,-0.7306223876664575,0.7896757992327919,0.0039170703792593305,3.000398753426236,997,3,-0.013291780874539564,0
theta_fixed,7,Equal,500,fast_response,-0.14317258474897837,1,2.995552302492774,3.0051369207672534,-0.44476975072263225,0.5136920767253383,0.002438384284425823,3.0003491097806125,995,3,-0.01163699268708444,0
theta_fixed,7,Equal,500,slow_response,-0.24371487675932857,3,2.995865946085194,3.0053896559478828,-0.41340539148061684,0.5389655947882583,0.0024092907375998264,3.0005871799951915,992,3,-0.01957266650638445,0
theta_fixed,7,Equal,500,time_structured,-0.10173508617195559,1,2.995492001833089,3.004738637000676,-0.45079981669108093,0.4738637000676159,0.002464731948773996,3.0002507497171993,986,3,-0.00835832390664315,0
theta_fixed,7,Equal,1000,fast_response,-0.16300918154053728,6,2.9966976239310825,3.0036234076324004,-0.3302376068917301,0.3623407632400432,0.0018032489320949107,3.0002939461325346,991,3,-0.00979820441782131,0
theta_fixed,7,Equal,1000,slow_response,-0.32747484376357444,4,2.9970532617556023,3.0038692636038897,-0.2946738244397895,0.38692636038896167,0.0017494745527649666,3.000572908905835,990,3,-0.01909696352783522,0
theta_fixed,7,Equal,1000,time_structured,-0.14938750361023378,5,2.9969622444445507,3.0035298063468243,-0.30377555554494284,0.3529806346824248,0.0016321200403664267,3.0002438183384226,984,3,-0.008127277947419149,0
theta_fixed,9,Equal,30,fast_response,-0.04396441861292109,0,2.9819316726415335,3.0196141790331836,-1.8068327358466663,1.961417903318354,0.009669732519315504,3.000425124168354,999,3,-0.014170805611805429,0
theta_fixed,9,Equal,30,slow_response,0.048867914985317396,2,2.979263834136536,3.018355022337758,-2.073616586346434,1.8355022337757674,0.00988715439891138,2.9995168353793873,997,3,0.016105487353756942,0
theta_fixed,9,Equal,30,time_structured,-8.144422052809066e-4,0,2.979982016810609,3.0182913209788804,-2.001798318939083,1.829132097888003,0.00961778770257545,3.0000078331322264,997,3,-2.6110440754697117e-4,0
theta_fixed,9,Equal,50,fast_response,0.014013752568597186,1,2.9857950348147946,3.0147044162557046,-1.4204965185205165,1.4704416255704562,0.0073267630257920005,2.999897324555828,999,3,0.0034225148057398513,0
theta_fixed,9,Equal,50,slow_response,-0.06938377891719007,0,2.9847549592852722,3.015459401736468,-1.5245040714727998,1.5459401736467724,0.007777984808152127,3.00053966597835,1000,3,-0.017988865945003006,0
theta_fixed,9,Equal,50,time_structured,-0.03731914636428634,0,2.9856868450434506,3.014851519028947,-1.4313154956549512,1.4851519028947158,0.007566875996644905,3.000282389352839,1000,3,-0.009412978427973211,0
theta_fixed,9,Equal,100,fast_response,-0.014207205752887522,0,2.9885048983910534,3.0106689962141227,-1.1495101608946834,1.066899621412236,0.005494645417295463,3.0000780635579827,998,3,-0.002602118599422572,0
theta_fixed,9,Equal,100,slow_response,-0.10966894035591532,0,2.9897515511053894,3.010694743308518,-1.0248448894610707,1.0694743308517627,0.005351599367316149,3.000586904231823,998,3,-0.0195634743940983,0
theta_fixed,9,Equal,100,time_structured,-0.041562725059676196,0,2.9902736153447687,3.011493891235776,-0.9726384655231656,1.1493891235775622,0.005391833362271894,3.0002240992876037,1000,3,-0.007469976253456541,0
theta_fixed,9,Equal,200,fast_response,-0.13092828725400119,1,2.993095291623569,3.007447105727537,-0.6904708376430924,0.7447105727537151,0.0036748604389114843,3.000481143183164,997,3,-0.01603810610547226,0
theta_fixed,9,Equal,200,slow_response,-0.09079294819779653,0,2.9933414363668005,3.007629774802897,-0.665856363319961,0.762977480289708,0.003740854842631421,3.0003396432399425,999,3,-0.01132144133141703,0
theta_fixed,9,Equal,200,time_structured,-0.0670207480552528,1,2.9932486579981448,3.007520550492313,-0.6751342001855354,0.7520550492312894,0.003652442556011767,3.0002447894323327,999,3,-0.0081596477444249409,0
theta_fixed,9,Equal,500,fast_response,-0.13838903736352734,0,2.995732431870988,3.0049803772108796,-0.42675681290119893,0.49803772108797706,0.002332268283007172,3.000322760362559,998,3,-0.010758678751961643,0
theta_fixed,9,Equal,500,slow_response,-0.25238188189189786,0,2.9961964259916245,3.005191296572833,-0.380357400837541,0.5191296572832549,0.0023872863313316502,3.0006025078169163,993,3,-0.02008359389720956,0
theta_fixed,9,Equal,500,time_structured,-0.14454244551904724,1,2.9955838193726025,3.0050113322815477,-0.44161806273973814,0.5011332281547787,0.002417563551385478,3.000349440547915,993,3,-0.011648018263832327,0
theta_fixed,9,Equal,1000,fast_response,-0.1755667608450975,0,2.9971529513478514,3.0034122338079445,-0.2847048652148809,0.34122338079448744,0.0016235670573382553,3.0002850444092717,994,3,-0.009501480309056138,0
theta_fixed,9,Equal,1000,slow_response,-0.36518048539079695,1,2.9972199103550228,3.0038188150082243,-0.2780089644976935,0.3818815008224052,0.0016937454733015082,3.0006185227940687,996,3,-0.020617426468957,0
theta_fixed,9,Equal,1000,time_structured,-0.1975153437066291,2,2.997162814583505,3.003421299994255,-0.283718541649538,0.34212999942550204,0.0016359195705681119,3.000323119216257,995,3,-0.01077064054190539,0
theta_fixed,11,Equal,30,fast_response,-0.07371198057657782,1,2.9836076372723896,3.018308858440653,-1.63923627276103,1.830885844065283,0.009137692190397713,3.0006735573892533,997,3,-0.022451912975111434,0
theta_fixed,11,Equal,30,slow_response,-0.09199624225626366,0,2.9832452733969386,3.0195233019860455,-1.6754726603061076,1.952330198604545,0.009657113711409121,3.000888418172491,1000,3,-0.029613939083035962,0
theta_fixed,11,Equal,30,time_structured,-0.028024005326100512,0,2.9819646058772014,3.017711092429892,-1.8035394122798598,1.7711092429892235,0.009441330562759002,3.0002645838979762,1000,3,-0.008819463265874461,0
theta_fixed,11,Equal,50,fast_response,-0.08580883634378456,0,2.9864578937486788,3.0144435884709013,-1.3542106251321262,1.4443588470901345,0.007488034986176293,3.0006425395686653,999,3,-0.021417985622177817,0
theta_fixed,11,Equal,50,slow_response,-0.049814706061065084,0,2.9858365075246533,3.0157302847255987,-1.4163492475346429,1.5730284725598644,0.007623520709363481,3.0003797634432874,999,3,-0.012658781442912806,0
theta_fixed,11,Equal,50,time_structured,-0.06927259117535149,1,2.9863258426224917,3.015405813983348,-1.3674157377508165,1.5405813983348358,0.007520498005845901,3.000520964383794,1000,3,-0.017365479459800305,0
theta_fixed,11,Equal,100,fast_response,-0.06734494030703103,0,2.990093287211615,3.0105645483587713,-0.9906712788385308,1.0564548358771197,0.005151698355689106,3.0003469408182437,1000,3,-0.011564693941457094,0
theta_fixed,11,Equal,100,slow_response,-0.06969832216142104,1,2.9896240236416802,3.010312262555605,-1.0375976358320016,1.031226255560491,0.0052072873186704985,3.000362939189124,1000,3,-0.012097972970792625,0
theta_fixed,11,Equal,100,time_structured,-0.049615728990693886,0,2.990551215659333,3.0103262233843853,-0.9448784340666738,1.0326223384385214,0.005106340185076683,3.000253354790757,999,3,-0.00844515969190181,0
theta_fixed,11,Equal,200,fast_response,-0.06552130332084083,1,2.9931790818961845,3.0072548155312404,-0.6820918103815155,0.7254815531240504,0.0036613660208450662,3.0002398974736204,998,3,-0.007996582454013652,0
theta_fixed,11,Equal,200,slow_response,-0.06230120751604811,0,2.9930376803223178,3.008422189665373,-0.6962319677682438,0.8422189665373224,0.003850799727703435,3.0002399094729384,999,3,-0.007996982431279775,0
theta_fixed,11,Equal,200,time_structured,-0.1480699885298153,0,2.9934534102869605,3.0076838389095846,-0.6546589713039419,0.7683838909584526,0.0036381353899173226,3.000538698665455,998,3,-0.017956622181832436,0
theta_fixed,11,Equal,500,fast_response,-0.11523152298307524,0,2.9952645011194177,3.0045765451357984,-0.47354988805822673,0.4576545135798293,0.002344894340408988,3.0002702057460797,994,3,-0.00900685820265738,0
theta_fixed,11,Equal,500,slow_response,-0.21123743094382744,1,2.995877154666114,3.0053623356221992,-0.4122845333886338,0.536233562219922,0.0024093090508506996,3.0005089362542514,995,3,-0.01696454180838044,0
theta_fixed,11,Equal,500,time_structured,-0.14927298340229345,0,2.995935574624461,3.0047688408886155,-0.4064425375538794,0.4768840888615375,0.0023003499107978258,3.000343380094054,999,3,-0.011446003135133036,0
theta_fixed,11,Equal,1000,fast_response,-0.2505177764474028,0,2.9971676684960373,3.003823391731267,-0.28323315039623487,0.3823391731267167,0.0016989273560443308,3.000425611503582,992,3,-0.01418705011939636,0
theta_fixed,11,Equal,1000,slow_response,-0.29317374429969684,0,2.9969634873593938,3.0037076655694057,-0.3036512640606315,0.37076655694058386,0.0017117696885054067,3.000501845928958,992,3,-0.01672819763192853,0
theta_fixed,11,Equal,1000,time_structured,-0.20624008929039267,0,2.9970334148484135,3.003474756389993,-0.29665851515861874,0.34747563899928785,0.001675433971433045,3.0003455416518685,993,3,-0.011518055062283612,0
theta_rand,5,Equal,30,fast_response,0.2370561757372002,1,0.03286148867043914,0.06367041656248401,-1.713851132956086,1.3670416562484016,0.007735681291986087,0.04816620897619998,982,0.05,3.6675820476000514,0
theta_rand,5,Equal,30,slow_response,0.18097792797101883,2,0.033601715544457206,0.0661976025895426,-1.63982844555428,1.619760258954259,0.007915168163215114,0.04856752926627916,990,0.05,2.8649414674416924,0
theta_rand,5,Equal,30,time_structured,0.1390920771397886,1,0.03426496373990292,0.06386350775272982,-1.5735036260097082,1.3863507752729813,0.007568740089655598,0.048947248219598616,991,0.05,2.1055035608027737,0
theta_rand,5,Equal,50,fast_response,0.13103985281806452,0,0.03765002370841568,0.06029129790123981,-1.2349976291584328,1.0291297901239806,0.005859149485289187,0.04923221791380867,983,0.05,1.5355641723826667,0
theta_rand,5,Equal,50,slow_response,0.2017216246820002,1,0.03712181296443892,0.06021913585201874,-1.2878187035561086,1.0219135852018733,0.0058408031243652745,0.04882178370430534,987,0.05,2.356432591389332,0
theta_rand,5,Equal,50,time_structured,0.1838658371710938,0,0.03664796301148313,0.06031335719353413,-1.3352036988516869,1.0313357193534132,0.006178687711411356,0.048863950411322604,986,0.05,2.2720991773547974,0
theta_rand,5,Equal,100,fast_response,0.18544573440462334,2,0.040832530058384414,0.05705487129241488,-0.9167469941615589,0.7054871292414875,0.004262324038642995,0.04920957018838337,986,0.05,1.5808596232332606,0
theta_rand,5,Equal,100,slow_response,0.17921179850868998,1,0.040610837009319695,0.057247417813816606,-0.9389162990680311,0.7247417813816601,0.0043679574689757346,0.049217210486175396,990,0.05,1.5655790276492136,0
theta_rand,5,Equal,100,time_structured,0.12194429806056249,0,0.041350250420049375,0.058117535201507066,-0.8649749579950625,0.811753520150706,0.004317505517432906,0.04947350482030404,989,0.05,1.0529903593919228,0
theta_rand,5,Equal,200,fast_response,0.0939688140504282,3,0.04374050399824102,0.054956986402243974,-0.6259496001758984,0.4956986402243964,0.0028875456514108845,0.04972866075962045,973,0.05,0.542678480759104,0
theta_rand,5,Equal,200,slow_response,0.08755735023140158,1,0.04399406243130888,0.0554001803919785,-0.6005937568691122,0.5400180391978497,0.0029493482511249846,0.04974176288222188,987,0.05,0.516474235556244,0
theta_rand,5,Equal,200,time_structured,0.11418311265875737,0,0.0440151298467298,0.05548749385859615,-0.5984870153270208,0.5487493858596146,0.0029705665441890306,0.04966081146562453,985,0.05,0.6783770687509433,0
theta_rand,5,Equal,500,fast_response,0.07742504367041295,1,0.04630706532878538,0.05353326406788069,-0.36929346712146205,0.3533264067880693,0.0019224450379835252,0.04985115460898016,956,0.05,0.29769078203968624,0
theta_rand,5,Equal,500,slow_response,0.1271232219836114,2,0.0459137805668356,0.053523319126562593,-0.4086219433164402,0.35233191265625896,0.001914134885882219,0.04975666900599542,969,0.05,0.48666198800915994,0
theta_rand,5,Equal,500,time_structured,0.04875122127971161,2,0.046283620170480586,0.053503373070357726,-0.3716379829519414,0.3503373070357716,0.001921054102029804,0.04990634626638165,949,0.05,0.18730746723670533,0
theta_rand,5,Equal,1000,fast_response,0.09368616391341089,2,0.04717457200435292,0.052616838181251284,-0.28254279956470796,0.2616838181251279,0.0013592415419201541,0.049872657874105754,898,0.05,0.25468425178849785,0
theta_rand,5,Equal,1000,slow_response,0.08526436406713712,2,0.04717800988410271,0.05243965082243622,-0.2821990115897294,0.24396508224362196,0.001338442932283069,0.04988587851453873,913,0.05,0.2282429709225403,0
theta_rand,5,Equal,1000,time_structured,0.09197376288288472,4,0.04736444266727584,0.05255327117547727,-0.26355573327241644,0.25532711754772675,0.0013543713251578065,0.04987543337288456,885,0.05,0.24913325423088495,0
theta_rand,7,Equal,30,fast_response,0.2674137668731526,0,0.03226724030955159,0.0626711701408884,-1.7732759690448419,1.2671170140888393,0.007556975261393666,0.047979160779183495,996,0.05,4.041678441633015,0
theta_rand,7,Equal,30,slow_response,0.22961490762550446,1,0.034405085116124105,0.06201321121215275,-1.5594914883875899,1.2013211212152746,0.006951287859330374,0.04840388068030157,1000,0.05,3.192238639396869,0
theta_rand,7,Equal,30,time_structured,0.2330931715680854,0,0.034279134709524345,0.061678643082365495,-1.5720865290475659,1.1678643082365496,0.006975221648343526,0.04837412346359724,996,0.05,3.2517530728055215,0
theta_rand,7,Equal,50,fast_response,0.11532324323057178,1,0.03786141975203761,0.06100313287071767,-1.2138580247962394,1.100313287071767,0.0058367009168786965,0.0493268927204987,999,0.05,1.3462145590026064,0
theta_rand,7,Equal,50,slow_response,0.18540472793605484,2,0.037479128702957366,0.0595872705840363,-1.2520871297042637,0.95872705840363,0.005683693510438435,0.048946216351025244,998,0.05,2.107567297949517,0
theta_rand,7,Equal,50,time_structured,0.12447175760907812,2,0.03756910896197048,0.06050139488487483,-1.2430891038029526,1.050139488487483,0.00581298328544599,0.04927644775350835,995,0.05,1.4471044929833115,0
theta_rand,7,Equal,100,fast_response,0.12145519562672773,2,0.04171220444695079,0.05744921987335766,-0.8287795553049211,0.7449219873357653,0.004017019518001613,0.04951211210860473,998,0.05,0.9757757827905389,0
theta_rand,7,Equal,100,slow_response,0.13008519989831507,0,0.04177141387334349,0.05722074026715431,-0.8228586126656513,0.7220740267154311,0.004027052440148231,0.04947614007832232,999,0.05,1.0477198433553603,0
theta_rand,7,Equal,100,time_structured,0.14092278454879018,1,0.04130204573090221,0.05739966551080417,-0.8697954269097795,0.7399665510804169,0.004029939244924675,0.04943208974004277,994,0.05,1.1358205199144682,0
theta_rand,7,Equal,200,fast_response,0.07833396162627568,2,0.04420900029143394,0.05535972088175438,-0.5790999708566062,0.5359720881754377,0.0028355665407035356,0.04977787883941178,994,0.05,0.444242321176444,0
theta_rand,7,Equal,200,slow_response,0.1386053149574556,2,0.0442409503119487,0.055325367890816615,-0.5759049688051305,0.5325367890816618,0.002858163076046985,0.04960384340664474,998,0.05,0.7923131867105249,0
theta_rand,7,Equal,200,time_structured,0.05797594172089316,4,0.04402604501520188,0.055645256978291924,-0.5973954984798119,0.5645256978291918,0.002951108966964191,0.04982890667851928,997,0.05,0.3421866429614423,0
theta_rand,7,Equal,500,fast_response,0.10678477645538074,1,0.04633416199224703,0.053222790134046474,-0.3665838007752973,0.32227901340464704,0.001789181278239864,0.049808942677165007,995,0.05,0.38211464566999254,0
theta_rand,7,Equal,500,slow_response,0.19335909225105938,2,0.046098884663687945,0.0530911783430377,-0.3901115336312059,0.30911783430377,0.0017883849676068955,0.04965419950606809,992,0.05,0.6916009878638191,0
theta_rand,7,Equal,500,time_structured,0.09583940705204272,1,0.046488754036855984,0.05335424527102005,-0.3511245963144016,0.33542452710200443,0.0017725303923653703,0.04983012173821398,986,0.05,0.33975652357204345,0
theta_rand,7,Equal,1000,fast_response,0.14683909410779492,2,0.04730323485878411,0.052278299357041084,-0.26967651412158844,0.2278299357041083,0.0012987741933102631,0.04980928917400374,991,0.05,0.3814216519925223,0
theta_rand,7,Equal,1000,slow_response,0.16933851405763078,1,0.04734021133891195,0.05212576436401836,-0.26597886610880533,0.21257643640183543,0.0012526491658696613,0.049787878251616104,990,0.05,0.42424349676779827,0
theta_rand,7,Equal,1000,time_structured,0.06731210311899409,2,0.0473083047657633,0.05245419837839025,-0.26916952342367007,0.2454198378390244,0.0013023290224751683,0.049912337494544295,984,0.05,0.1753250109114146,0
theta_rand,9,Equal,30,fast_response,0.24639511591740623,0,0.03372424570560256,0.06264749035080946,-1.6275754294397438,1.2647490350809458,0.007314397484954775,0.048197768183828586,999,0.05,3.604463632342833,0
theta_rand,9,Equal,30,slow_response,0.21589022075655798,3,0.034186395372000127,0.06238988509046869,-1.5813604627999875,1.2389885090468684,0.007017097463522735,0.0484850772795298,997,0.05,3.0298454409404125,0
theta_rand,9,Equal,30,time_structured,0.17452329730006558,2,0.03459154876501645,0.0627764758515745,-1.5408451234983547,1.2776475851574498,0.007198717968397253,0.048743656003822085,997,0.05,2.512687992355836,0
theta_rand,9,Equal,50,fast_response,0.15737713063091288,0,0.03854804675755549,0.06015171065780978,-1.145195324244451,1.0151710657809787,0.005503652162486941,0.04913385101467719,999,0.05,1.732297970645627,0
theta_rand,9,Equal,50,slow_response,0.22238581427067494,1,0.037692679999260716,0.061011185386591366,-1.2307320000739288,1.1011185386591362,0.005672292976665894,0.04873856250760233,1000,0.05,2.522874984795351,0
theta_rand,9,Equal,50,time_structured,0.2044681874794455,0,0.03855350232497984,0.059381641070648444,-1.1446497675020164,0.9381641070648441,0.005451098500254719,0.048885423769880997,1000,0.05,2.2291524602380126,0
theta_rand,9,Equal,100,fast_response,0.12208156993450689,3,0.042449901601964074,0.05763830358184051,-0.7550098398035928,0.7638303581840501,0.004000771918363856,0.049511579483256254,998,0.05,0.9768410334874966,0
theta_rand,9,Equal,100,slow_response,0.17275060522115288,1,0.04180040570665744,0.05700220743621112,-0.8199594293342564,0.7002207436211118,0.003926471378285107,0.049321699693017716,998,0.05,1.3566006139645732,0
theta_rand,9,Equal,100,time_structured,0.16507245919933192,1,0.04126372928749068,0.056667388040360034,-0.8736270712509314,0.666738804036003,0.0038870185927206754,0.049358360281946075,1000,0.05,1.2832794361078563,0
theta_rand,9,Equal,200,fast_response,0.07139993233452269,1,0.04388654436873153,0.05514565309924935,-0.6113455631268478,0.5145653099249347,0.002773620763794936,0.04980196366514342,997,0.05,0.3960726697131711,0
theta_rand,9,Equal,200,slow_response,0.13428020820196623,2,0.04458921608331002,0.055313775642187674,-0.5410783916689985,0.5313775642187673,0.002815714298437096,0.049621905297768616,999,0.05,0.7561894044627732,0
theta_rand,9,Equal,200,time_structured,0.1381982088670558,2,0.04401224037471327,0.055354335203710234,-0.5987759625286737,0.5354335203710234,0.0028021977099232072,0.04961274129559725,999,0.05,0.7745174088055057,0
theta_rand,9,Equal,500,fast_response,0.12872697761498797,0,0.046347317930384185,0.05316211877188777,-0.365268206961582,0.316211877188777,0.0017658308197376661,0.049772689935595776,998,0.05,0.4546201288084528,0
theta_rand,9,Equal,500,slow_response,0.14328803811837346,1,0.046103283987889855,0.05349139873864804,-0.389671601211015,0.34913987386480355,0.001838329630539817,0.04973658935382508,993,0.05,0.5268212923498494,0
theta_rand,9,Equal,500,time_structured,0.0782240459433466,2,0.04648097635034218,0.05315012205757729,-0.3519023649657822,0.31501220575772887,0.0017378549297081736,0.04986405795613564,993,0.05,0.2718840877287271,0
theta_rand,9,Equal,1000,fast_response,0.12457744924185353,0,0.0473983575244821,0.052282354666707845,-0.26016424755179013,0.22823546667078487,0.0012726040898133524,0.049841462228596305,994,0.05,0.31707554280739625,0
theta_rand,9,Equal,1000,slow_response,0.2213216139497722,0,0.04711121452939029,0.052182985568740015,-0.2888785470609717,0.21829855687400065,0.0013138003496382497,0.04970922758621029,996,0.05,0.5815448275794249,0
theta_rand,9,Equal,1000,time_structured,0.05025136552625083,0,0.047514433251920535,0.05238341110216047,-0.24855667480794683,0.2383411102160469,0.001240797175191808,0.0499376482476055,995,0.05,0.12470350478900605,0
theta_rand,11,Equal,30,fast_response,0.19437433410667454,4,0.0353786364211582,0.06339081590619343,-1.4621363578841808,1.3390815906193425,0.006867243406505887,0.04866518413571197,997,0.05,2.669631728576066,0
theta_rand,11,Equal,30,slow_response,0.2739326951049805,2,0.03451433272570482,0.06130360636910491,-1.5485667274295185,1.130360636910491,0.006723217229952845,0.04815829098442278,1000,0.05,3.683418031154448,0
theta_rand,11,Equal,30,time_structured,0.18134144401684615,3,0.03596374821179389,0.06254548256245628,-1.4036251788206109,1.2545482562456274,0.0070152197689570175,0.04872784991700181,1000,0.05,2.5443001659963826,0
theta_rand,11,Equal,50,fast_response,0.18455948937678182,1,0.03862007415634802,0.06004491201187602,-1.1379925843651981,1.0044912011876015,0.005435198033893584,0.048996882626202914,999,0.05,2.006234747594177,0
theta_rand,11,Equal,50,slow_response,0.2308639836948066,0,0.03820141274328682,0.06002853439138481,-1.1798587256713182,1.0028534391384805,0.005516988659197495,0.0487263260201386,999,0.05,2.5473479597228064,0
theta_rand,11,Equal,50,time_structured,0.15595733167910955,1,0.037852049081939745,0.06013137264952599,-1.2147950918060257,1.013137264952599,0.005528724456572601,0.049137754886163905,1000,0.05,1.7244902276721956,0
theta_rand,11,Equal,100,fast_response,0.11466025952452996,0,0.0419339767666087,0.057400406460508445,-0.8066023233391304,0.7400406460508442,0.003955651868922019,0.04954644393012071,1000,0.05,0.9071121397585813,0
theta_rand,11,Equal,100,slow_response,0.11695747740269441,2,0.042293456929206906,0.05694866205704182,-0.7706543070793099,0.694866205704182,0.0037731109306106663,0.049558706463595247,1000,0.05,0.8825870728095125,0
theta_rand,11,Equal,100,time_structured,0.11767739828917931,0,0.04238807791289694,0.057338369048297415,-0.7611922087103062,0.7338369048297413,0.0038166399961014163,0.049550867735052365,999,0.05,0.8982645298952763,0
